"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	"35-44 years"	"35-44"	61	43423	140.5
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	"45-54 years"	"45-54"	106	37895	279.7
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	"55-64 years"	"55-64"	282	46470	606.8
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	"65-74 years"	"65-74"	441	33321	1323.5
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	"75-84 years"	"75-84"	709	18908	3749.7
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	"85+ years"	"85+"	1479	12294	12030.3
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"< 1 year"	"1"	43	5373	800.3
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	22418	Suppressed
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"5-14 years"	"5-14"	10	50816	Unreliable
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"15-24 years"	"15-24"	46	57210	80.4
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"25-34 years"	"25-34"	105	62028	169.3
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"35-44 years"	"35-44"	128	49153	260.4
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"45-54 years"	"45-54"	191	40304	473.9
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"55-64 years"	"55-64"	495	47408	1044.1
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"65-74 years"	"65-74"	708	33343	2123.4
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"75-84 years"	"75-84"	787	15460	5090.6
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"85+ years"	"85+"	996	6519	15278.4
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"< 1 year"	"1"	413	65213	633.3
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"1-4 years"	"1-4"	58	272390	21.3
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"5-14 years"	"5-14"	82	704080	11.6
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"15-24 years"	"15-24"	312	738989	42.2
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"25-34 years"	"25-34"	889	769505	115.5
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"35-44 years"	"35-44"	1308	703653	185.9
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"45-54 years"	"45-54"	2615	732309	357.1
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"55-64 years"	"55-64"	6636	828154	801.3
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"65-74 years"	"65-74"	10573	632609	1671.3
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"75-84 years"	"75-84"	15000	344102	4359.2
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"85+ years"	"85+"	23267	167534	13887.9
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"< 1 year"	"1"	517	68274	757.2
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"1-4 years"	"1-4"	83	284951	29.1
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"5-14 years"	"5-14"	130	736199	17.7
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"15-24 years"	"15-24"	828	768234	107.8
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"25-34 years"	"25-34"	1770	784873	225.5
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"35-44 years"	"35-44"	2336	694155	336.5
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"45-54 years"	"45-54"	4126	715272	576.8
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"55-64 years"	"55-64"	9948	776529	1281.1
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"65-74 years"	"65-74"	13719	556634	2464.6
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"75-84 years"	"75-84"	14958	256703	5827.0
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"85+ years"	"85+"	14149	88738	15944.7
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"< 1 year"	"1"	151	23637	638.8
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"1-4 years"	"1-4"	26	100737	25.8
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"5-14 years"	"5-14"	36	263241	13.7
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"15-24 years"	"15-24"	116	260055	44.6
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"25-34 years"	"25-34"	236	267075	88.4
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"35-44 years"	"35-44"	492	247685	198.6
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"45-54 years"	"45-54"	990	227691	434.8
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"55-64 years"	"55-64"	2420	255142	948.5
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"65-74 years"	"65-74"	3814	195854	1947.4
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"75-84 years"	"75-84"	4963	108266	4584.1
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"85+ years"	"85+"	6313	46930	13451.9
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"< 1 year"	"1"	192	24805	774.0
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"1-4 years"	"1-4"	38	106354	35.7
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"5-14 years"	"5-14"	65	274807	23.7
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"15-24 years"	"15-24"	305	279507	109.1
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"25-34 years"	"25-34"	545	276518	197.1
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"35-44 years"	"35-44"	826	250188	330.2
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"45-54 years"	"45-54"	1518	225845	672.1
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"55-64 years"	"55-64"	3679	238552	1542.2
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"65-74 years"	"65-74"	4941	172196	2869.4
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"75-84 years"	"75-84"	5262	84653	6216.0
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"85+ years"	"85+"	4002	27233	14695.4
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"< 1 year"	"1"	86	21138	406.9
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"1-4 years"	"1-4"	12	89892	Unreliable
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"5-14 years"	"5-14"	18	240023	Unreliable
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"15-24 years"	"15-24"	82	249684	32.8
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"25-34 years"	"25-34"	161	296537	54.3
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"35-44 years"	"35-44"	329	281624	116.8
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"45-54 years"	"45-54"	651	253620	256.7
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"55-64 years"	"55-64"	1828	279529	654.0
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"65-74 years"	"65-74"	3236	244571	1323.1
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"75-84 years"	"75-84"	4399	117651	3739.0
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"85+ years"	"85+"	7229	52741	13706.6
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"< 1 year"	"1"	117	22174	527.6
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"1-4 years"	"1-4"	16	94607	Unreliable
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"5-14 years"	"5-14"	31	251513	12.3
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"15-24 years"	"15-24"	232	260553	89.0
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"25-34 years"	"25-34"	431	307747	140.1
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"35-44 years"	"35-44"	561	287088	195.4
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"45-54 years"	"45-54"	1112	256507	433.5
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"55-64 years"	"55-64"	2774	259421	1069.3
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"65-74 years"	"65-74"	4423	220027	2010.2
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"75-84 years"	"75-84"	4798	99293	4832.2
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"85+ years"	"85+"	4844	31797	15234.1
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"< 1 year"	"1"	335	65768	509.4
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"1-4 years"	"1-4"	49	275067	17.8
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"5-14 years"	"5-14"	72	720760	10.0
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"15-24 years"	"15-24"	309	788005	39.2
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"25-34 years"	"25-34"	755	837800	90.1
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"35-44 years"	"35-44"	1169	757088	154.4
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"45-54 years"	"45-54"	2522	811617	310.7
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"55-64 years"	"55-64"	6277	930064	674.9
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"65-74 years"	"65-74"	10226	718132	1424.0
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"75-84 years"	"75-84"	15842	404042	3920.9
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"85+ years"	"85+"	29397	219285	13405.8
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"< 1 year"	"1"	453	68944	657.1
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"1-4 years"	"1-4"	72	288145	25.0
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"5-14 years"	"5-14"	129	754880	17.1
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"15-24 years"	"15-24"	778	815203	95.4
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"25-34 years"	"25-34"	1873	871336	215.0
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"35-44 years"	"35-44"	2149	756651	284.0
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"45-54 years"	"45-54"	4021	792480	507.4
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"55-64 years"	"55-64"	9664	874819	1104.7
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"65-74 years"	"65-74"	13806	635961	2170.9
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"75-84 years"	"75-84"	16495	303115	5441.8
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"85+ years"	"85+"	17560	112827	15563.7
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	"Not Stated"	"NS"	24	Not Applicable	Not Applicable
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"< 1 year"	"1"	25	5141	486.3
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	21514	Suppressed
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	55002	Suppressed
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"15-24 years"	"15-24"	22	73256	30.0
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"25-34 years"	"25-34"	51	72510	70.3
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"35-44 years"	"35-44"	75	62780	119.5
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"45-54 years"	"45-54"	180	69601	258.6
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"55-64 years"	"55-64"	427	78233	545.8
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"65-74 years"	"65-74"	728	56460	1289.4
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"75-84 years"	"75-84"	1176	30655	3836.2
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"85+ years"	"85+"	2605	18534	14055.2
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"< 1 year"	"1"	36	5377	669.5
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	22489	Suppressed
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	57866	Suppressed
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"15-24 years"	"15-24"	37	73401	50.4
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"25-34 years"	"25-34"	113	75703	149.3
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"35-44 years"	"35-44"	175	62555	279.8
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	318	65511	485.4
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	674	71376	944.3
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"65-74 years"	"65-74"	1035	49699	2082.5
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"75-84 years"	"75-84"	1192	22720	5246.5
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"85+ years"	"85+"	1368	8978	15237.2
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"< 1 year"	"1"	163	27407	594.7
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"1-4 years"	"1-4"	36	115628	31.1
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"5-14 years"	"5-14"	35	310323	11.3
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	168	319094	52.6
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	334	345993	96.5
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	602	319094	188.7
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	1270	331845	382.7
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	2951	365807	806.7
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	4611	308489	1494.7
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"75-84 years"	"75-84"	6229	152896	4074.0
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"85+ years"	"85+"	7937	58999	13452.8
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"< 1 year"	"1"	228	28715	794.0
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"1-4 years"	"1-4"	44	120714	36.4
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"5-14 years"	"5-14"	61	320393	19.0
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	470	336308	139.8
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	793	336861	235.4
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"35-44 years"	"35-44"	1075	301410	356.7
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"45-54 years"	"45-54"	1955	308762	633.2
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"55-64 years"	"55-64"	4453	323337	1377.2
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"65-74 years"	"65-74"	6319	262111	2410.8
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"75-84 years"	"75-84"	6569	122117	5379.3
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"85+ years"	"85+"	4659	32411	14374.7
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"< 1 year"	"1"	39	5857	665.9
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	23927	Suppressed
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	59249	Suppressed
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"15-24 years"	"15-24"	35	56310	62.2
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"25-34 years"	"25-34"	52	54725	95.0
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"35-44 years"	"35-44"	90	51054	176.3
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"45-54 years"	"45-54"	147	46562	315.7
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"55-64 years"	"55-64"	364	59013	616.8
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"65-74 years"	"65-74"	571	44657	1278.6
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"75-84 years"	"75-84"	886	22801	3885.8
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"85+ years"	"85+"	1830	13747	13312.0
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"< 1 year"	"1"	41	6128	669.1
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"1-4 years"	"1-4"	10	25255	Unreliable
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	62417	Suppressed
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"15-24 years"	"15-24"	80	60354	132.6
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"25-34 years"	"25-34"	113	60339	187.3
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"35-44 years"	"35-44"	146	54810	266.4
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"45-54 years"	"45-54"	246	48303	509.3
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"55-64 years"	"55-64"	616	58485	1053.3
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"65-74 years"	"65-74"	873	44559	1959.2
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"75-84 years"	"75-84"	1046	18869	5543.5
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"85+ years"	"85+"	1063	7238	14686.4
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"< 1 year"	"1"	244	38959	626.3
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"1-4 years"	"1-4"	31	160823	19.3
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"5-14 years"	"5-14"	67	413486	16.2
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"15-24 years"	"15-24"	218	427647	51.0
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"25-34 years"	"25-34"	554	476089	116.4
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"35-44 years"	"35-44"	878	430125	204.1
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"45-54 years"	"45-54"	1919	444374	431.8
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"55-64 years"	"55-64"	4304	468458	918.8
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"65-74 years"	"65-74"	6443	365024	1765.1
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"75-84 years"	"75-84"	8565	192054	4459.7
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"85+ years"	"85+"	10994	79896	13760.4
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"< 1 year"	"1"	319	40816	781.6
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"1-4 years"	"1-4"	54	168007	32.1
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"5-14 years"	"5-14"	77	431195	17.9
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"15-24 years"	"15-24"	618	441558	140.0
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"25-34 years"	"25-34"	1103	473567	232.9
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"35-44 years"	"35-44"	1485	417533	355.7
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"45-54 years"	"45-54"	3002	426905	703.2
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"55-64 years"	"55-64"	6525	426239	1530.8
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"65-74 years"	"65-74"	8829	316372	2790.7
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"75-84 years"	"75-84"	9093	148174	6136.7
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"85+ years"	"85+"	6613	41873	15793.0
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"< 1 year"	"1"	942	184764	509.8
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"1-4 years"	"1-4"	190	790503	24.0
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"5-14 years"	"5-14"	236	2040570	11.6
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"15-24 years"	"15-24"	746	1977146	37.7
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"25-34 years"	"25-34"	1327	2096638	63.3
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"35-44 years"	"35-44"	2507	1963511	127.7
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"45-54 years"	"45-54"	5090	1791308	284.1
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"55-64 years"	"55-64"	11328	1683677	672.8
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"65-74 years"	"65-74"	17648	1198057	1473.1
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"75-84 years"	"75-84"	23359	608101	3841.3
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"85+ years"	"85+"	32489	258904	12548.7
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"< 1 year"	"1"	1133	193042	586.9
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"1-4 years"	"1-4"	229	822582	27.8
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"5-14 years"	"5-14"	339	2126132	15.9
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"15-24 years"	"15-24"	2126	2078371	102.3
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"25-34 years"	"25-34"	3209	2180125	147.2
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"35-44 years"	"35-44"	4382	1978928	221.4
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"45-54 years"	"45-54"	8223	1762790	466.5
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"55-64 years"	"55-64"	18075	1591565	1135.7
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"65-74 years"	"65-74"	24030	1046971	2295.2
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"75-84 years"	"75-84"	24978	472641	5284.8
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"85+ years"	"85+"	20769	149555	13887.2
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"< 1 year"	"1"	112	23697	472.6
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"1-4 years"	"1-4"	22	97046	22.7
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"5-14 years"	"5-14"	29	256153	11.3
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"15-24 years"	"15-24"	79	253381	31.2
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"25-34 years"	"25-34"	182	230851	78.8
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"35-44 years"	"35-44"	290	218028	133.0
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"45-54 years"	"45-54"	408	161996	251.9
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"55-64 years"	"55-64"	853	154550	551.9
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"65-74 years"	"65-74"	1375	114222	1203.8
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"75-84 years"	"75-84"	2251	58450	3851.2
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"85+ years"	"85+"	3340	22667	14735.1
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"< 1 year"	"1"	137	24869	550.9
