"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"< 1 year"	"1"	1133	193042	586.9
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"1-4 years"	"1-4"	229	822582	27.8
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"5-9 years"	"5-9"	139	1052719	13.2
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"10-14 years"	"10-14"	200	1073413	18.6
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"15-19 years"	"15-19"	807	1048188	77.0
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"20-24 years"	"20-24"	1319	1030183	128.0
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"25-29 years"	"25-29"	1506	1110855	135.6
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"30-34 years"	"30-34"	1703	1069270	159.3
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"35-39 years"	"35-39"	2037	1040150	195.8
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"40-44 years"	"40-44"	2345	938778	249.8
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"45-49 years"	"45-49"	3391	919257	368.9
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"50-54 years"	"50-54"	4832	843533	572.8
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"55-59 years"	"55-59"	7709	843231	914.2
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"60-64 years "	"60-64"	10366	748334	1385.2
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"65-69 years"	"65-69"	11525	590967	1950.2
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"70-74 years"	"70-74"	12505	456004	2742.3
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"75-79 years"	"75-79"	12688	294498	4308.3
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"80-84 years"	"80-84"	12290	178143	6899.0
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"85-89 years"	"85-89"	11083	Not Applicable	Not Applicable
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"90-94 years"	"90-94"	7002	Not Applicable	Not Applicable
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"95-99 years"	"95-99"	2367	Not Applicable	Not Applicable
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"100+ years"	"100+"	317	Not Applicable	Not Applicable
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"< 1 year"	"1"	112	23697	472.6
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"1-4 years"	"1-4"	22	97046	22.7
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"5-9 years"	"5-9"	12	126108	Unreliable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"10-14 years"	"10-14"	17	130045	Unreliable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"15-19 years"	"15-19"	37	124535	29.7
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"20-24 years"	"20-24"	42	128846	32.6
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"25-29 years"	"25-29"	77	122197	63.0
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"30-34 years"	"30-34"	105	108654	96.6
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"35-39 years"	"35-39"	127	113907	111.5
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"40-44 years"	"40-44"	163	104121	156.5
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"45-49 years"	"45-49"	153	86950	176.0
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"50-54 years"	"50-54"	255	75046	339.8
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"55-59 years"	"55-59"	367	78972	464.7
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"60-64 years "	"60-64"	486	75578	643.0
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"65-69 years"	"65-69"	594	64309	923.7
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"70-74 years"	"70-74"	781	49913	1564.7
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"75-79 years"	"75-79"	1024	35411	2891.8
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"80-84 years"	"80-84"	1227	23039	5325.8
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"85-89 years"	"85-89"	1462	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"90-94 years"	"90-94"	1227	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"95-99 years"	"95-99"	547	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"100+ years"	"100+"	104	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"< 1 year"	"1"	137	24869	550.9
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"1-4 years"	"1-4"	26	102191	25.4
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"5-9 years"	"5-9"	17	132868	Unreliable
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"10-14 years"	"10-14"	25	137940	18.1
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"15-19 years"	"15-19"	102	129312	78.9
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"20-24 years"	"20-24"	138	135806	101.6
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"25-29 years"	"25-29"	155	129179	120.0
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"30-34 years"	"30-34"	174	111776	155.7
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"35-39 years"	"35-39"	237	117335	202.0
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"40-44 years"	"40-44"	239	108090	221.1
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"45-49 years"	"45-49"	233	89984	258.9
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"50-54 years"	"50-54"	355	76450	464.4
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"55-59 years"	"55-59"	512	76536	669.0
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"60-64 years "	"60-64"	739	72048	1025.7
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"65-69 years"	"65-69"	864	59874	1443.0
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"70-74 years"	"70-74"	978	45370	2155.6
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"75-79 years"	"75-79"	1128	30234	3730.9
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"80-84 years"	"80-84"	1277	19148	6669.1
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"85-89 years"	"85-89"	1249	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"90-94 years"	"90-94"	891	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"95-99 years"	"95-99"	287	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"100+ years"	"100+"	31	Not Applicable	Not Applicable
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"< 1 year"	"1"	Suppressed	2720	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	11406	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	14971	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	16070	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	20014	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	22106	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"25-29 years"	"25-29"	17	18281	Unreliable
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"30-34 years"	"30-34"	17	18079	Unreliable
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"35-39 years"	"35-39"	21	18672	112.5
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"40-44 years"	"40-44"	26	17380	149.6
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"45-49 years"	"45-49"	31	18774	165.1
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"50-54 years"	"50-54"	68	20767	327.4
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"55-59 years"	"55-59"	110	24506	448.9
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"60-64 years "	"60-64"	167	24465	682.6
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"65-69 years"	"65-69"	199	21721	916.2
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"70-74 years"	"70-74"	283	17258	1639.8
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"75-79 years"	"75-79"	289	11641	2482.6
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"80-84 years"	"80-84"	366	7565	4838.1
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"85-89 years"	"85-89"	468	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"90-94 years"	"90-94"	494	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"95-99 years"	"95-99"	242	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"100+ years"	"100+"	48	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"< 1 year"	"1"	10	2859	Unreliable
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	12058	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	16127	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	16988	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	21202	Suppressed
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"20-24 years"	"20-24"	19	23324	Unreliable
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"25-29 years"	"25-29"	28	19675	142.3
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"30-34 years"	"30-34"	52	18373	283.0
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"35-39 years"	"35-39"	41	18347	223.5
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"40-44 years"	"40-44"	47	16868	278.6
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"45-49 years"	"45-49"	63	18561	339.4
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"50-54 years"	"50-54"	111	19949	556.4
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"55-59 years"	"55-59"	188	23039	816.0
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"60-64 years "	"60-64"	263	23369	1125.4
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"65-69 years"	"65-69"	339	20282	1671.4
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"70-74 years"	"70-74"	388	15945	2433.4
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"75-79 years"	"75-79"	388	10297	3768.1
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"80-84 years"	"80-84"	362	5893	6142.9
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"85-89 years"	"85-89"	394	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"90-94 years"	"90-94"	276	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"95-99 years"	"95-99"	84	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"100+ years"	"100+"	18	Not Applicable	Not Applicable
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"< 1 year"	"1"	249	47768	521.3
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"1-4 years"	"1-4"	39	199246	19.6
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"5-9 years"	"5-9"	22	250987	8.8
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"10-14 years"	"10-14"	26	256766	10.1
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"15-19 years"	"15-19"	68	266936	25.5
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"20-24 years"	"20-24"	125	274705	45.5
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"25-29 years"	"25-29"	202	294497	68.6
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"30-34 years"	"30-34"	248	291993	84.9
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"35-39 years"	"35-39"	317	290813	109.0
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"40-44 years"	"40-44"	375	267829	140.0
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"45-49 years"	"45-49"	595	277162	214.7
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"50-54 years"	"50-54"	911	282795	322.1
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"55-59 years"	"55-59"	1599	300352	532.4
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"60-64 years "	"60-64"	2148	277432	774.2
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"65-69 years"	"65-69"	2663	234785	1134.2
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"70-74 years"	"70-74"	3371	195154	1727.4
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"75-79 years"	"75-79"	3935	136660	2879.4
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"80-84 years"	"80-84"	4569	89688	5094.3
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"85-89 years"	"85-89"	5166	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"90-94 years"	"90-94"	4834	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"95-99 years"	"95-99"	2508	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"100+ years"	"100+"	506	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	321	50096	640.8
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	44	208367	21.1
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"5-9 years"	"5-9"	34	263899	12.9
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"10-14 years"	"10-14"	35	268469	13.0
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"15-19 years"	"15-19"	180	274892	65.5
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"20-24 years"	"20-24"	335	296914	112.8
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"25-29 years"	"25-29"	445	307429	144.7
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"30-34 years"	"30-34"	464	296462	156.5
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"35-39 years"	"35-39"	610	290900	209.7
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"40-44 years"	"40-44"	598	262954	227.4
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"45-49 years"	"45-49"	903	270344	334.0
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"50-54 years"	"50-54"	1420	269973	526.0
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"55-59 years"	"55-59"	2414	284021	849.9
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"60-64 years "	"60-64"	3209	252612	1270.3
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"65-69 years"	"65-69"	3647	206073	1769.8
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"70-74 years"	"70-74"	4243	166279	2551.7
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"75-79 years"	"75-79"	4558	110139	4138.4
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"80-84 years"	"80-84"	4415	65643	6725.8
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"85-89 years"	"85-89"	4046	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"90-94 years"	"90-94"	2787	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"95-99 years"	"95-99"	1015	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"100+ years"	"100+"	126	Not Applicable	Not Applicable
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"< 1 year"	"1"	160	42946	372.6
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"1-4 years"	"1-4"	29	179042	16.2
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"5-9 years"	"5-9"	24	229113	10.5
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"10-14 years"	"10-14"	24	227824	10.5
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"15-19 years"	"15-19"	54	219326	24.6
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"20-24 years"	"20-24"	92	228994	40.2
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"25-29 years"	"25-29"	135	283289	47.7
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"30-34 years"	"30-34"	212	280561	75.6
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"35-39 years"	"35-39"	263	268981	97.8
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"40-44 years"	"40-44"	312	236106	132.1
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"45-49 years"	"45-49"	458	231852	197.5
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"50-54 years"	"50-54"	702	227464	308.6
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"55-59 years"	"55-59"	1254	247311	507.1
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"60-64 years "	"60-64"	1692	242655	697.3
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"65-69 years"	"65-69"	2154	216291	995.9
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"70-74 years"	"70-74"	2828	170986	1653.9
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"75-79 years"	"75-79"	3043	113006	2692.8
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"80-84 years"	"80-84"	3546	72095	4918.5
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"85-89 years"	"85-89"	4093	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"90-94 years"	"90-94"	4100	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"95-99 years"	"95-99"	2340	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"100+ years"	"100+"	555	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"< 1 year"	"1"	205	45149	454.1
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"1-4 years"	"1-4"	35	189339	18.5
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"5-9 years"	"5-9"	14	239664	Unreliable
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"10-14 years"	"10-14"	44	239170	18.4
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"15-19 years"	"15-19"	140	228733	61.2
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"20-24 years"	"20-24"	265	252269	105.0
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"25-29 years"	"25-29"	365	309307	118.0
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"30-34 years"	"30-34"	383	298918	128.1
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"35-39 years"	"35-39"	423	281129	150.5
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"40-44 years"	"40-44"	514	241925	212.5
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"45-49 years"	"45-49"	758	235701	321.6
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"50-54 years"	"50-54"	1138	228760	497.5
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"55-59 years"	"55-59"	1770	241117	734.1
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"60-64 years "	"60-64"	2633	228525	1152.2
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"65-69 years"	"65-69"	3123	195674	1596.0
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"70-74 years"	"70-74"	3602	152573	2360.8
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"75-79 years"	"75-79"	3732	97928	3811.0
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"80-84 years"	"80-84"	3720	56592	6573.4
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"85-89 years"	"85-89"	3583	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"90-94 years"	"90-94"	2603	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"95-99 years"	"95-99"	996	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"100+ years"	"100+"	147	Not Applicable	Not Applicable
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"< 1 year"	"1"	45	8658	519.8
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"1-4 years"	"1-4"	10	36760	Unreliable
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	48917	Suppressed
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	50037	Suppressed
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"15-19 years"	"15-19"	29	51164	56.7
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"20-24 years"	"20-24"	26	53747	48.4
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"25-29 years"	"25-29"	81	54214	149.4
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"30-34 years"	"30-34"	106	49648	213.5
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"35-39 years"	"35-39"	140	52788	265.2
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"40-44 years"	"40-44"	152	53513	284.0
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"45-49 years"	"45-49"	225	56776	396.3
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"50-54 years"	"50-54"	361	57465	628.2
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"55-59 years"	"55-59"	536	64165	835.3
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"60-64 years "	"60-64"	799	66906	1194.2
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"65-69 years"	"65-69"	958	61991	1545.4
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"70-74 years"	"70-74"	1170	51205	2284.9
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"75-79 years"	"75-79"	1264	35590	3551.6
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"80-84 years"	"80-84"	1600	24992	6402.0
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"85-89 years"	"85-89"	1587	Not Applicable	Not Applicable
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"90-94 years"	"90-94"	1415	Not Applicable	Not Applicable
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"95-99 years"	"95-99"	610	Not Applicable	Not Applicable
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"100+ years"	"100+"	113	Not Applicable	Not Applicable
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	67	9097	736.5
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	11	38510	Unreliable
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	51363	Suppressed
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"10-14 years"	"10-14"	14	53155	Unreliable
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"15-19 years"	"15-19"	43	54812	78.4
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"20-24 years"	"20-24"	105	57133	183.8
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"25-29 years"	"25-29"	143	57654	248.0
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"30-34 years"	"30-34"	188	52488	358.2
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"35-39 years"	"35-39"	225	53625	419.6
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"40-44 years"	"40-44"	299	53876	555.0
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"45-49 years"	"45-49"	364	57389	634.3
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"50-54 years"	"50-54"	487	57621	845.2
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"55-59 years"	"55-59"	829	60862	1362.1
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"60-64 years "	"60-64"	1182	62793	1882.4
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"65-69 years"	"65-69"	1336	57194	2335.9
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"70-74 years"	"70-74"	1549	46933	3300.4
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	"75-79 years"	"75-79"	1570	30116	5213.2
